id,timestamp,content,length
1557563696,Sun Apr 19 04:51:38 PDT 2009,"@tommcfly http://twitpic.com/3l9e5 -  we don't have starbucks here! i was there only last year whaen i was in london, and i invited a ...",137
1557569557,Sun Apr 19 04:53:39 PDT 2009,@tommcfly Hi guys! u were rocking that stage yesterday @ A'dam! but we waited for 2 hours after it but u were gone  when's ur next visit?,137
1557614361,Sun Apr 19 05:07:55 PDT 2009,owch my leg hurts cut it whalst shaving  want starbucks   nowcause of @tommcfly grrrr,85
1557999708,Sun Apr 19 06:53:38 PDT 2009,@tommcfly i missed it last night  is it good ? and is it on the tv atm ?,72
1558047154,Sun Apr 19 07:04:10 PDT 2009,"@tommcfly omg, you came out of the hotel! we thought it was too far away, but it was soo close  well, we'll see you in 11 days anyway! x",136
1558062140,Sun Apr 19 07:07:28 PDT 2009,@tommcfly did you cry when that wee boy sang the michael jackson song? I did  haha,82
1558088785,Sun Apr 19 07:13:18 PDT 2009,@tommcfly  well i cant watch britain's got talent..cos im in mexico  haha but i dont cry with america's got talent..and im a girl!!   ha,136
1558088999,Sun Apr 19 07:13:21 PDT 2009,@tommcfly why arent you coming to Nottingham ! ,47
1558133433,Sun Apr 19 07:22:51 PDT 2009,@tommcfly love your glasses! are they wayfarers? I had a few pairs but had to sell ,83
1558141589,Sun Apr 19 07:24:35 PDT 2009,"@tommcfly http://twitpic.com/3l9e5 - my sunglasses were EXACTLY like yours, but my mother broke it. ",100
1558191850,Sun Apr 19 07:34:55 PDT 2009,@tommcfly you've made me want a starbucks frappuccino  that's just cruel,72
1558583124,Sun Apr 19 08:48:52 PDT 2009,@tommcfly where r u Tom!!!  miss u!,35
1558852444,Sun Apr 19 09:34:53 PDT 2009,"@tommcfly are u going to add more dates in south america?  i can't believe that u are just going to argentina, brazil and mexico ",129
1558966929,Sun Apr 19 09:53:54 PDT 2009,@tommcfly i saw that last night!! than belly dancer man was so funny lol! i'm losing followers ,95
1559541595,Sun Apr 19 11:24:44 PDT 2009,@tommcfly hahaha aww poor gi! take me take me! i want to gooooooooooooooo! ,75
1559542778,Sun Apr 19 11:24:56 PDT 2009,@tommcfly please come to south wales in your tour or near to us. please ,72
1559771128,Sun Apr 19 12:00:28 PDT 2009,"@tommcfly did you see the german flag in the crowd at amsterdam? pleeease come to germany anytime soon, PLEASE ",111
1563849293,Mon Apr 20 00:32:53 PDT 2009,@tommcfly Back to the future!!  And have a great tour! Shame I can't come see you. ,83
1563851477,Mon Apr 20 00:33:30 PDT 2009,"@tommcfly Are you comming back to Amsterdam this year? I loved the gig soo much! Made awesome pics! Not from you, you were to far away!  X",138
1563882796,Mon Apr 20 00:42:19 PDT 2009,"@tommcfly Break a leg on tour!! ^^ I'm sure,it'll be incredible!! I would love see you so much in this tour  ...",112
1564006896,Mon Apr 20 01:17:59 PDT 2009,@tommcfly have a good time on tour. Wish I was coming to see you but I live in Wales  xx,88
1564198402,Mon Apr 20 02:16:44 PDT 2009,"@tommcfly hahaha i wish i was in England, Tom ",46
1564251553,Mon Apr 20 02:33:17 PDT 2009,@tommcfly heya . .aww so sad ur not cumin 2 ireland  im just home from skul . . .went home sick on 1st day bk haha ahh well GOOD LUCK xOxO,138
1564252212,Mon Apr 20 02:33:29 PDT 2009,@tommcfly you should do a european tour i would defo go to that! I was going to fly to UK for this one but had my exams the same time ,134
1564277591,Mon Apr 20 02:41:34 PDT 2009,"@tommcfly i would if i lived in england, but i live in aus ",59
1564449593,Mon Apr 20 03:32:46 PDT 2009,@tommcfly Are you going to be going near Darlington today (NorthEast)? Iï¿½m back at collage now  Be glad youï¿½re not doing AS Biology!,136
1564487060,Mon Apr 20 03:43:26 PDT 2009,@tommcfly good luck for your tour!! i really wish to come to the uk to watch but atm getting ready to go through a month of o'level hell ,137
1564498803,Mon Apr 20 03:46:46 PDT 2009,@tommcfly awww that sucks ,26
1564660080,Mon Apr 20 04:27:12 PDT 2009,@tommcfly lol aww you'll just had to scrounge - gigs and tours have cocked up too still dont have my ticket 4 ur edin gig on friday ,132
1564707425,Mon Apr 20 04:37:56 PDT 2009,"@tommcfly i wish i lived in england then i could c like a zillion of your shows, this is when u dnt like living in Australia  cum bak soon",138
1564980876,Mon Apr 20 05:32:58 PDT 2009,@tommcfly maby some day you will come to make show in israel ?  i sure you gonna enjoy in here to ! ,100
1565010625,Mon Apr 20 05:38:16 PDT 2009,@tommcfly i wanna see you in a bath ,36
1565189369,Mon Apr 20 06:08:12 PDT 2009,"@Tommcfly @ddlovato @mileycyrus .. how do you get a rhythm to a song you write? I've written quite a few songs, but I can't do it  .. ilu",137
1565645264,Mon Apr 20 07:14:22 PDT 2009,@tommcfly  you guys are literally a few mins drive away and i cant come to see you. Been to all your other wolves gigs  X,121
1565685525,Mon Apr 20 07:19:47 PDT 2009,"where are @tommcfly, @Dannymcfly, @mcflyharry and the loser kid, @dougiemcfly? twitter gets a bit boring without them ",118
1573581311,Tue Apr 21 01:51:21 PDT 2009,@mcflyharry @tommcfly @dannymcfly @dougiemcfly   GUYS!!  no updates???..miss u all!! ...xx,90
1573635737,Tue Apr 21 02:06:44 PDT 2009,@tommcfly  GOOD LUCK! i bet it will be amazing- i totally wish i had the money to go to one of the dates ,105
1573647587,Tue Apr 21 02:10:11 PDT 2009,"@tommcfly Good luck on the tour, not that you need it. i cant come and see any of your shows  bad times       xx",112
1573793684,Tue Apr 21 02:53:24 PDT 2009,"@tommcfly goodluck on your tour. Play your heart out, Cant wait 4 the next time ur in OZ Hope you have Fun Touring! so whish i was going ",137
1573877323,Tue Apr 21 03:16:39 PDT 2009,@tommcfly http://twitpic.com/3pgwv - I wish i was there. I won't be there until like 3 ,87
1574082913,Tue Apr 21 04:10:39 PDT 2009,"@tommcfly Yeah tom, you are always the one that gets caught on the toliet  ",75
1676961195,Fri May 01 23:53:02 PDT 2009,@tommcfly McFly has lost me. I'm not a fan of what you are now  Your like all the other music. I miss your old music.,117
1677355127,Sat May 02 01:39:08 PDT 2009,@tommcfly I wish I could hear mcfly on my radio  we had busted at work today though ,84
1677373343,Sat May 02 01:44:44 PDT 2009,@tommcfly ooo starbucks. damn for me not having radio 1 on though ,66
1677394900,Sat May 02 01:51:21 PDT 2009,@tommcfly Mmmm im starving and stuck at work   if Tom tour man is with you i have just text him say hi to him it will be so funny  x,132
1677448888,Sat May 02 02:07:56 PDT 2009,@tommcfly OMG am i ever gonna see u guys! i was down for Mexico and now the Swine Flu! Gah fate is against me  its ok i have dvd's ,131
1677817547,Sat May 02 04:08:59 PDT 2009,"@tommcfly awwwh :') congrates to her (:, and yeaah its weird but its miracles, you wouldnt be here otherwise and then no hero fro us then ",138
1677820300,Sat May 02 04:09:51 PDT 2009,@tommcfly how are babies made tom? my mum won't tell me ,56
1677892889,Sat May 02 04:32:20 PDT 2009,@tommcfly your music helps me when im sad  thanks !,51
1678110567,Sat May 02 05:32:21 PDT 2009,@tommcfly hey tom how did the t4 thing go please reply i would be greatful i never get a reply back  ,101
1678196137,Sat May 02 05:52:39 PDT 2009,@tommcfly oh yeah i so wanted to go to t4 but i cant  xx,56
1678277121,Sat May 02 06:10:01 PDT 2009,@tommcfly hey tom how did the t4 thing go please reply i would be greatful i never get a reply back  ,101
1678359002,Sat May 02 06:27:00 PDT 2009,@tommcfly i missed falling in love on radio 1 &gt; and i haven't yet seen it on the music channels  cannot wait to hear it live in June! ,137
1684920958,Sat May 02 22:27:47 PDT 2009,"@tommcfly haha i met dan at my last dream, so funny.. Wish it was true  i'll try to meet you now, ha! Xxx",105
1685093405,Sat May 02 23:02:25 PDT 2009,"@tommcfly i just wanna say that you were such an idiot when you didnt say a word about the fletcher day! i still love you, but im sad ",134
1685678230,Sun May 03 01:31:19 PDT 2009,"@tommcfly Ahhh, I tried. But it didn't work..  I'm knackered... but I'm seeing you guys on Tuesday, so I'm HAPPY HAPPY HAPPY  xxx",129
1685838915,Sun May 03 02:21:06 PDT 2009,@tommcfly TOOOOOOOOOOOOOOM *---------* I luv u and Gio s2s2s2 please Giovanna in Brasil in 29may  xx HAPPY POYNTER'SDAY &amp; HOPPUSDAY,135
1685840878,Sun May 03 02:21:45 PDT 2009,@tommcfly awwww sorry Tom ,26
1685849632,Sun May 03 02:24:33 PDT 2009,"@tommcfly Is it really nearly all over already?  It always seems to fly by.  Oh well, that just makes it even closer to the next tour ;)",136
1685863443,Sun May 03 02:29:06 PDT 2009,@tommcfly i really wanted to get a t shirt or a hoodie but there was a huge crowd in hammersmith  is there anywhere i can get any? xx,133
1685873846,Sun May 03 02:32:14 PDT 2009,@tommcfly i only got a programme in london.  i was getting squashed in the que for the t shirts. ,97
1685881110,Sun May 03 02:34:27 PDT 2009,"@tommcfly awwwh, they are mean not giving the hoodies you want  x",65
1685965371,Sun May 03 03:01:40 PDT 2009,@tommcfly @gfalcone601 TOOOOOOOM *---------* I luv u and Gio s2s2s2 please Giovanna in Brasil in 29may  xx HAPPY POYNTER'SDAY &amp; HOPPUSDAY,141
1685979129,Sun May 03 03:06:08 PDT 2009,@tommcfly i want starbucks today ,33
1686037490,Sun May 03 03:25:33 PDT 2009,@tommcfly the merch looks amazing this year! just a shame i havent got any money at all   x,91
1686064501,Sun May 03 03:34:07 PDT 2009,@tommcfly umm dunno im dippy lol i aint seen u on t4 yet ,57
1686066718,Sun May 03 03:34:50 PDT 2009,"@tommcfly its rather depressing that we dont have a star bucks here, i want one lol and wats even more depressing iv never been to one ",135
1686199331,Sun May 03 04:17:10 PDT 2009,"@tommcfly hmm, i kind of agree... first thing i ever bought was a singing gizmo. aww. its broken now though ",108
1686232779,Sun May 03 04:27:35 PDT 2009,@tommcfly ah so your all going? why wasnt i invited?  xx,56
1686240521,Sun May 03 04:30:01 PDT 2009,@tommcfly Awk  Will you be selling it on the website if it doesn't arrive on time? xox,86
1686242422,Sun May 03 04:30:28 PDT 2009,@Tommcfly  watching you on t4 cant hear it tho as all my family are talking over it ,84
1686280746,Sun May 03 04:41:54 PDT 2009,@tommcfly Please do not dislike Japan ,38
1686291728,Sun May 03 04:45:12 PDT 2009,"smell ya later twitter, muchosss lovosssss @tommcfly have a good lunch...i'm jealous  xxxxxxxxxxx",97
1686566149,Sun May 03 05:57:37 PDT 2009,@tommcfly  don't go too international! the english will miss you ,65
1686569411,Sun May 03 05:58:23 PDT 2009,@tommcfly WHY DONT YOU REPLY TO ME? XD YOU SHOULD COME TO GERMANY! really  ,75
1686569849,Sun May 03 05:58:29 PDT 2009,@tommcfly international touring? no wayyyy   xx,47
1686607962,Sun May 03 06:07:02 PDT 2009,@tommcfly thatss nice  but why you guys dont come in canada for tour?? id love to see you in a show! but i cant ,112
1686616249,Sun May 03 06:09:00 PDT 2009,@tommcfly international touring? maaan! we'll miss you  but you guys deserve a break from the UK so have fun &amp; tweet all the time ;D xx,139
1686748369,Sun May 03 06:37:55 PDT 2009,@tommcfly Your life seems really sweet. Have good times on tour bus? Well coz of time difference I'm bout to sleep when your up and about ,138
1687177087,Sun May 03 07:59:25 PDT 2009,@tommcfly OMG! R u guys going to the premiere of Star Trek? I'm going to the midnight showing...too bad they don't have he original cast ,137
1687797473,Sun May 03 09:36:48 PDT 2009,@tommcfly wish i could go see a show of you guys! but i live too far away ,74
1688815130,Sun May 03 11:59:13 PDT 2009,"@tommcfly  you canceled the concerts here in Brazil? it's because the rumors are saying that you canceled. And please, answer me. ",130
1694103673,Mon May 04 01:06:03 PDT 2009,@tommcfly I have the biggest craving for crunchy nut thanks to you. ,68
1694194270,Mon May 04 01:30:26 PDT 2009,@tommcfly  Why do they say such things   Ruined my happy night. Don't like people D:,84
1695918019,Mon May 04 07:13:53 PDT 2009,"@tommcfly http://twitpic.com/3ttav do you remember from blackpool? hope you saw it, but you didnt read it out!  boohoo. lots of love!! xxx",138
1751429131,Sat May 09 19:25:46 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1753609487,Sun May 10 02:30:17 PDT 2009,@tommcfly please reply tom  we need your help!!! please please tommy please ,76
1753964503,Sun May 10 04:20:46 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1753982295,Sun May 10 04:25:59 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1753995459,Sun May 10 04:29:56 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1754023196,Sun May 10 04:37:24 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1754040788,Sun May 10 04:42:20 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1754087452,Sun May 10 04:55:13 PDT 2009,"@tommcfly OMGhow hot was it last night  , i fancied that coke that came with pizza lol,  tbh i think every1 did",111
1754130579,Sun May 10 05:06:11 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1754201344,Sun May 10 05:23:33 PDT 2009,"@tommcfly hi tom! I miss when you spoke Portuguese in google translate! I love you so much man! Please, answer me! I need you man!  xx",134
1754325005,Sun May 10 05:52:17 PDT 2009,@tommcfly lol!! wish i could see u!!  xxx,41
1754326360,Sun May 10 05:52:35 PDT 2009,"@tommcfly I cant belive this time last sunday i would've been gatehanging for you, i miss you ",94
1754328411,Sun May 10 05:53:03 PDT 2009,@tommcfly I cant belive this time last sunday i would've been gatehanging for you ,82
1754344584,Sun May 10 05:56:36 PDT 2009,@tommcfly haha kwl... wish u wud play newcastle on the last date coz u always do something crazy on the last show  lol. cant grumble tho x,138
1754346355,Sun May 10 05:57:00 PDT 2009,"@tommcfly amazing tour! Literally shed blood, sweat and tears haha. Gutted it's over now  x",91
1754348683,Sun May 10 05:57:31 PDT 2009,"@tommcfly Can I just clarify that the last comment I sent, about Spanish Orals, means Spanish speaking exam. I got teased for saying it ",136
1755026732,Sun May 10 08:03:33 PDT 2009,@tommcfly wish i was goin to cambridge! cant believe tours over im gutted  xx,77
1770890196,Mon May 11 22:32:26 PDT 2009,"@tommcfly Hey, get well soon!! Ive got a sore throat as well  lyl xx",68
1771058345,Mon May 11 23:03:49 PDT 2009,@tommcfly aw  Hope you get better soon! xx,42
1771077678,Mon May 11 23:07:30 PDT 2009,"@tommcfly  I feel for you, man. when do you head out to South America? I hope you're well by then!",98
1771103801,Mon May 11 23:12:26 PDT 2009,"@tommcfly Aww Tom, your up very early  i hope you get beter soon.. IF you havnt fnished Breaking Dawn yet you could?? reply =] xxx",130
1771107370,Mon May 11 23:13:07 PDT 2009,@tommcfly I had that about 2 weeks ago. It's horrible  hope you feel better soon x,82
1771108303,Mon May 11 23:13:18 PDT 2009,"@tommcfly Oh Tom, I'm so sorry! I wish you could be just fine... ",65
1771112224,Mon May 11 23:14:01 PDT 2009,"@tommcfly U never get up this early!! wow, u must be really ill!!  ily xxx",74
1793201201,Thu May 14 01:46:05 PDT 2009,"@tommcfly yes tom you mean mean party pooper! haha, sorry i have only just caught up on all your tweets. stupid time change!  xx",128
1793220079,Thu May 14 01:50:34 PDT 2009,@gfalcone601 yes i'm okay thankyou yourself? i bet the party was good? @tommcfly has given me the cold ,103
1793481936,Thu May 14 02:51:50 PDT 2009,"@tommcfly Arwhh, feel better soon (Y) JLC wont be the same tonight though  I am in food tech atm ;) weeeheeyy  have a lovely walk. x x x",136
1793499691,Thu May 14 02:55:59 PDT 2009,@tommcfly wel im glad sum1s getin better...cz i feel rough as a bears arse! ,76
1793502208,Thu May 14 02:56:32 PDT 2009,@tommcfly A lad in my class doesn't believe your the real Tom  I think you should tweet back because of the distress i am going through...,138
1793568573,Thu May 14 03:11:31 PDT 2009,@tommcfly I felt the same after I finished them aswell  you should try Reading his dark materials by Philip Pullman. Best books EVER,132
1793583385,Thu May 14 03:14:57 PDT 2009,"@tommcfly fave followers that is. We don't follow her face, haha. I hate iPhone predictive text ",96
1793614091,Thu May 14 03:21:54 PDT 2009,"@tommcfly Check out the Midnight Sun draft! Twilight from Edwards point of view. Its good, its a shame Stephenie Meyer has shelved it ",134
1793648656,Thu May 14 03:29:54 PDT 2009,@tommcfly went to get ur dvd and didnt get it cuz it didnt cum it so unhappy now  ive it ordered online now so happy lol cnt wait #mcfly,136
1793721982,Thu May 14 03:45:50 PDT 2009,"@tommcfly It's just the fact you live across the sea, but I think I feel the same as you do..I think I'm getting the flue....NO! ",129
1794742411,Thu May 14 06:28:10 PDT 2009,@tommcfly not me ,17
1794772500,Thu May 14 06:31:45 PDT 2009,@tommcfly I cant i live in holland and I GOT to work ,53
1794784518,Thu May 14 06:33:12 PDT 2009,@tommcfly get well soon tom! Any of idea when the next uk tour will be?! Missin you guys already!  please reply ;)x,115
1794822555,Thu May 14 06:37:46 PDT 2009,@tommcfly not me  I'm stuck on me lonesome in Southampton (but normally dont live too far away from MK) Hope you feel better soon. xx,133
1794867852,Thu May 14 06:43:06 PDT 2009,@tommcfly I'm going to MK but haven't got a wristband  have to go to the dentist first too ,91
1794902841,Thu May 14 06:47:10 PDT 2009,"@tommcfly ..  nope,, the joys of being stuck at work in an office.. bad times",77
1794907361,Thu May 14 06:47:41 PDT 2009,"@tommcfly i cant , its way to far  if i had the train money i would goo all the way from caterham xxx",101
1794943772,Thu May 14 06:51:48 PDT 2009,"@tommcfly HaHa!! Im Still In Bed,, I Feel So Lazy!!! I Do Feel Ill Tho  Tweet Me And Make My Day Plz,, Gutted I Cant Go To The Signing!! x",138
1795226799,Thu May 14 07:23:34 PDT 2009,"@tommcfly I must be invisible, because you never answer me :/ sorry, but this leaves me quite sad. ",99
1795259858,Thu May 14 07:27:12 PDT 2009,"@tommcfly  you are not there for what I'm talking, I should really be invisible in your life ",93
1795263728,Thu May 14 07:27:38 PDT 2009,"@tommcfly ok I give up! I always try to send messages to you, but you never answer me  you'll NEVER ansewr me right?",116
1795403963,Thu May 14 07:42:46 PDT 2009,@tommcfly do you know if your coming back to plymouth on the next tour?? because i couldnt come to up close and personal ,121
1796168473,Thu May 14 08:59:43 PDT 2009,"@tommcfly i hate deal or no deal at the moment, clowns ",55
1823612485,Sat May 16 22:27:23 PDT 2009,@tommcfly feel better soon sweetheart  go back to sleep!!,57
1823623220,Sat May 16 22:29:19 PDT 2009,"@tommcfly awn Tom, im so sorry for you! you need to feel better soon ",69
1823626153,Sat May 16 22:29:50 PDT 2009,@tommcfly I sympathise with you.. I was in your place 2 weeks ago.. I can't believe you are still sick!! ,105
1823648022,Sat May 16 22:33:34 PDT 2009,@tommcfly get back to sleep...sleeping beauty  do u want some hot tea?,70
1823683226,Sat May 16 22:39:52 PDT 2009,@tommcfly pleeeease get better   and take care of yourself to feel good 'till monday ok?,88
1823780072,Sat May 16 22:57:54 PDT 2009,@tommcfly i know what u mean! Being sick sucks!  im sick nw 2,61
1824380672,Sun May 17 01:08:08 PDT 2009,"@tommcfly agreed  being ill sucks i can hardly breath, havnt got any sleep! i dont wanna get quarentined at the airport :'/",123
1824468886,Sun May 17 01:30:58 PDT 2009,@tommcfly  ah get well soon! tweet the pain away haha,53
1824499962,Sun May 17 01:38:58 PDT 2009,@tommcfly i woke up at like 4am coughing! how depressing is this ,65
1824677231,Sun May 17 02:26:18 PDT 2009,@tommcfly  Norway ,18
1824684537,Sun May 17 02:28:20 PDT 2009,@tommcfly don't stay away from the uk too long ,47
1824726617,Sun May 17 02:39:38 PDT 2009,@tommcfly NORWAY. i liked sweden ,33
1824826051,Sun May 17 03:06:16 PDT 2009,@tommcfly Tom can we feel poorly together? I can't breathe still ,65
1824834679,Sun May 17 03:08:42 PDT 2009,@tommcfly Hey tom put me in plane with u and the guys i want back to brazil for see my family ,94
1824841827,Sun May 17 03:10:41 PDT 2009,"@tommcfly ha ha , how it must feel to be so popular , I have nil point followers , it feels kinda sad  ha ha",108
1824916196,Sun May 17 03:30:48 PDT 2009,@tommcfly I sound a cross between  an 80 year old who's smoked 40 fags all her life and mr squeeky from toy story 2  ,117
1824933203,Sun May 17 03:35:18 PDT 2009,(via @amy__xx) @tommcfly I sound a cross between an 80 year old who's smoked 40 fags all her life and mr squeeky from toy story 2  htt ...,138
1825098862,Sun May 17 04:20:20 PDT 2009,@tommcfly Norway won  - I actually voted for UK - you guys should've won!!,74
1825210196,Sun May 17 04:49:01 PDT 2009,"@tommcfly No. I can't enjoy your tweets, 'cause you never tweet me back ",72
1826238511,Sun May 17 08:01:46 PDT 2009,@tommcfly I think I've got your cold ,37
1827067081,Sun May 17 09:55:25 PDT 2009,@tommcfly we'll be waiting for you in Mexico ,45
1827343030,Sun May 17 10:30:39 PDT 2009,@tommcfly Why didn't you say you were on radio one today?! Didn't get to listen to you  xxx,91
1827520364,Sun May 17 10:53:08 PDT 2009,@tommcfly U're not coming  2 years waiting for this!! Damned flu!! Please don't forget us! Good luck with the Latinamerican tour. Love u!,137
1827584018,Sun May 17 11:01:12 PDT 2009,"@tommcfly Hi, Norway has winning Eurovision. I hope that United KIngdom has winning, but they don't  have a nice day ;) &lt;3 McFly",131
1827649593,Sun May 17 11:09:25 PDT 2009,"@tommcfly @dougiemcfly @dannymcfly @mcflyharry you guy were wicked on radio and tom, you were ill! Shame you didnt read my text though  x",137
1827683922,Sun May 17 11:13:47 PDT 2009,@tommcfly i sent in 24 texts on radio 1 asking for you to say hi to me but you didnt ,85
1828069764,Sun May 17 12:01:37 PDT 2009,@tommcfly Norway  Jade Ewen (UK) came fifth ,44
1834113644,Mon May 18 01:40:48 PDT 2009,@tommcfly well if it would arrive any time soon i would do haha! damn swedish post service ,91
1834135248,Mon May 18 01:45:52 PDT 2009,@tommcfly that's not fair for you! everytime you come to brazil is cold here! ,78
1834146275,Mon May 18 01:48:27 PDT 2009,@tommcfly OMG!! You're gonna be off to South America for 16 days??????? I'm gonna die.  xxx,91
1834153048,Mon May 18 01:50:03 PDT 2009,"@tommcfly , we cant get your DVD  cause we live in NZ where we dont get anything a little bit cool",98
1834207051,Mon May 18 02:02:26 PDT 2009,@tommcfly I would've gotten it if it was in my region code. ,60
